tweet,label
Arroz con pollo,0
@ronniecaine so 'how bout now' was just trash huh.,0
RT @vinehumor: Flappy bird is taking over my life. I can hear the bird crashing every time something goes wrong. https://t.co/kuLDr4mabp,0
"This one night I was tripping off brownies I put my running shoes on and I was still in pjs, it was 2am ! http://t.co/UwmBpCOMNE",0
@GroteSmurf0 goh d AnoniemeAso meeting heeft weer pauze.Nog steeds niet bij hoofdstuk:hoe haal ik m'n ID?,0
@DeJLoaf mixtape sell sole got some bangers!,0
 GRAND OPENING ! TOP CLASS Oriental Massage PERFECT ! / http://t.co/4Hhxk9MKHe,0
Former TOWIE star Charlie King comes out http://t.co/yU3XKXbCyt @YouTube Inspiring. Congrats @CharlieKing85 and welcome to the family :),0
"@1SonofYahweh &amp; what we do with our foolish proud selves? Roll our eyes, pretend that we dont see, mock or laff at them, arrogant attitudes",0
"""@SportsCenter: Eli Manning just threw his NFL-leading 27th interception of the season."" Lmao trash",0
RT @wwwobert_: New avi thanks to b Oreo,0
Ya'll take note. There ain't never tornadoes where colored folk live,0
@LifeAsKing I've only like about 3 pair..they're overpriced trash ..,0
RT @Solyybee_: Lmfao RT@macktology101: Alco(ho)l,0
Yankee homeruns make me all tingly.,0
"Can someone please explain to me, Why are the birds so angrydestroying pigs' homes?",0
RT @BruceForce: Study these birds closely. See if you can spot the female. It can be done. Even with limited bird watching skills. http://t ,0
@Boobah_ they trash,0
@wassssupsarah: Car hopping is a different world these ghetto guys tried asking for my number LOL did they have to be ghetto Tho ?,0
"@PushinUpRoses My current favorite line is Shea Moisture. It's at Target and CVS. Great for dry, curly, and/or colored hair.",0
RT @amoz1939: drinking to the last drop washing teapot #haiku #mijikai,0
RT @BrandonTierney: Grinding! #Yankees,0
fuzzy socks are the actual life,0
@SalaciousSully hopefully not back in da ghetto?,0
Acid yellow http://t.co/hkpOM1iM,0
@EmmaLouisaSuttl @timmyn90 Anyone bring in a monkey.,0
Come on man RT @BasedLaRock: Oreo needs to chill RT @TheDonDrew: You know about these @PremiumPete? good or nah? http://t.co/Mw9QXG3vFW,0
@XANAXDREAMS about the beanies but steal my description but u aren't salty or fake,0
How the hell was David Murphy's hit not a home run?! Clearly over the yellow line. @MLB another umpire mess up.... Smh,0
pancakes trash,0
Shut up birds it's bed time.,0
@sweetlou462 thanks Hun. &lt;3 I'm so crushed. I love working out. It'll be 2months gone by the time I go back. :/,0
"RT @iRepFrisco: Should've lost in Carolina, in Houstontonight in St. Louis! #Lucky #Seahawks are complete trash!",0
"@Yankees: Alfredo Aceves in to relieve @CC_Sabathia here in the 4th. #Yankees he needs to go away , gas can !",0
RT @MarcACaputo: BREAKING: Charlie Crist files emergency motion for a mulligan.,0
.@AussieGrit loves Austin: http://t.co/HTtbU4OmZy Webber such a boon for @FIAWEC. #6HCOTA,0
is she choking it! @AwwAdorabIe: I want a pet monkey http://t.co/w7Yr5xKLSC,0
(via @jacklayton) Charlie Angus is sending Made in China Canadian flag pins back to Conservatives  http://tinyurl.com/dmt397,0
"RT @Duke27_: Mistakes are showing up late for work, running red lights, or even forgetting 2 take the trash out. This here ain't 1 http://t",0
RT @rickygervais: Humans are genetically closer to chimps than chimps are to gorillas. But we are all apes. Have a great day you clever twe ,0
"@Boazziz He promised to stand with the muzzies, so...",0
@ABC its time. amend 14th amendment it was written to protect newly freed ex slaves. Its lived its purpose. time to end anchor baby loophole,0
"Virtually zero protections for LGBTQ persons in Alabama. Not a lot of acceptance, either. Think about queer Alabamian kids today?",0
I really want a girl to make me some brownies ,0
 BEST ASIAN MASSAGE ON THE Brooklyn Park slope --TOP RATED SPA 718-622-0221 - 24 http://t.co/ENSNf9RGPH,0
RT @ajbk4life1: how do people not realize the jig ?,0
"Hey! I'm gonna get some sort of bird tattooed on my body, accompanied with an anchor/rope situation. No one's doing that right now, right?",0
"Hey if I stir a Spider, Rockstar, and Monster together and chug it, would I /definitely/ be hospitalized or just maybe? Asking for a friend",0
"@TheJadedNYer oh, well turns out that baby aint mine! *does jig*",0
RT @DIYcookery: Godiva Chocolate Dipped Oreos  http://t.co/OSYPnadYtO,0
RT @Kyle_Lippert: If you buy tickets for Transformers 3D they just lock you in an aluminum trash can and toss you from an overpass into rus,0
RT @ErinEph: New bus stop. Guy across the street is yelling and doing David Lee Roth kicks at swooping crows. I should learn karate.,0
@rashidgill5 I'll see you guys later. I gotta go bake my blood crackers. @RazaHussain101,0
RT @Yankees: #Yankees can jump into first place TONIGHT. RT if you think they will!,0
Charlie Daniels Goes Off on Satanic Evil http://t.co/3haWjFavUz,0
Charlie Parr! Mountain top music Fest http://t.co/bG3UWdPZnn,0
"RT @WhatTheFFacts: Actor Charlie Sheen once bought 2,600 seats at an Angels baseball game in hopes of catching a home run ball.",0
@joshbuddy blue cheese crackers intrigues and repulses me at the same time.,0
"RT @NateKlempa: @ROOTSPORTSPIT must not realize how much #WVU games mean to all of us ""hillbillies"". The @Pirates play 162 games a year. Sh",0
@SteveWorks4You @teaparty ...anti American Republicans and teabaggers stop forcing ur religion on the rest of us. Stockman u dont pray.liar,0
RT @bakedbrotatoes: *spits out animal cracker* This doesn't even taste like hippo.,0
RT @drizzyswerve96: @0kkaren it looks like he's wearing a trash bag,0
RT @BigFatDave: We gave #GunControl a chance. It failed. No more of this #GunSense nonsense. #MomsDemand is statist trash http://t.co/MKl ,0
"#RedSox, focus on the #Orioles that knocked you out last year, and not your hatred of the #Yankees for um-teen years! LOL!",0
I wanna try pot brownies.,0
@phalaenadispar How day feel bout colored folk?,0
Got chunky marmalade today of a greatful customer for my service over the past 2 yrs #PostieTweet #ServiceMatters http://t.co/pSEnGvyxrw,0
@CAntista @Brelston @hEnereyG Eating a roasted potato and smiling till my cheeks are sore; the crow SFX in this Cape Crisis are super-great,0
Apparently I got chunky for my bday. Worse bday present ever. Lol. #diettime,0
RT @radiomaru: nerds are cool because they get really judge-y about other nerds being passionate about things they aren't passionate abo .,0
I think I'll just eat this brownie and pass out,0
Someone tell the royals to stay home there trash,0
RT @Wyeisha_Davis: Idc I still watch twoa half men . Well the old one with Charlie,0
"RT @HuhWhatsACondom: This would never happen at a ""non-colored"" award show @BETAwards http://t.co/rUJNu1l7t8",0
"RT @Garvey_B: New sign up at mong kok protest site says: ""fight for democracy and oppose the communists to have a future"" http://t.co/w2pOn",0
RT @karen_gonski: i wish i was one of those girls who guys liked no matter what.ike i could wear sweats and my hair up and they would sti ,0
@JonJ_07 like their players really been talking trash about Bama.,0
-Can I help you? -Maybe. You gotta card for Sorry that tranny died in your motel room; now your wife knows. Heres an Applebees gift card?,0
@DanWolken It's idiotic opinions like this that make polls less than trash. Polls weren't a problem when people with integrity were voting.,0
@GregHillWAAF soo what you putting on those crackers Gregg?,0
Some Douche cubs redneck cubs fan freaked out asking if bites... No you bloody BERK! He's like the http://t.co/ulc6CMVtki,0
coon RT @HumbleTeej: &lt;fills coffee up halfway &lt;uses 11 Irish cremes to fill other half,0
"I'm going to dress up as trash for Halloween. Oh wait, I look like that everyday.",0
@Cee_Murda94 yellow fin,0
@Pepper_Redbone @Yankees @Mets I miss the pizza! The passion.,0
@SteveWorks4You you havent evolved as a human being. Typical meathead redneck. I pity you. You dont know what freedom is about..,0
Omgggggggggg Mila Kunis is so fing hot. F Sarah Marshall. She's like a bird anorexic.,0
RT @Holyfield67: Jihadi Work Accidents: 13 Taliban Fighters Killed When Their IEDs Detonated Prematurely http://t.co/JUphsx1zps #Celebrate ,0
"""OVO"" @Allthingsfresh3:kendrick lamar still trash",0
RT @ItsFoodPorn: Oreo cheesecake bites! http://t.co/iHgu1ZuyZt,0
@SunyHD abouta get him some crayons and animal crackers after 8:30pm ,0
RT @TitansHomer: Me: Do you sell any larger sized condoms? Her: Sir those are 13 gallon trash bags! Me: *winks until security escorts me ,0
I just saw a man have a actual conversation with his bird haha,0
"RT @HoodJesusYo: Last name, Sinner First name, Imma Like ur pancakes in tha mornin, He got u covered like Aunt Jemima",0
"Can't wait till I get my full appetite back. Only ate a half ghetto sandwich. No lettuce, no nothing.",0
i was pulling for the #redskins in that one,0
One man's trash is another's Transformer  http://t.co/lpYNVqWXXx,0
"RT @JackBPR: Alec Baldwin mocks Harris-Perry: If I cry, will I be forgiven all my transgressions? http://t.co/9Oq5GTPmXx via @BizPacRevi ",0
"According to my brothers iPod, its December 1969. If so, I predict that Mickey Mantle of the NY Yankees will announce his retirement March 1",0
"RT @PurelyFootball: Well done to @kimabakken who correctly answered Almeria. 26 yellow, and 1 red card so far this season.",0
This is why nothing gets done. Morons like Coburn trying 2 ad a gun amendment 2 a public works bill. Push back on the #teabagger #morningjoe,0
I love jigg jigg,0
.@harmonica_b could be wearing a trash bag and she'd still be the stylish and coolest human I know,0
RT @Alleycelestine: @ViriDoesItt: Kissin small lips is trash lol..! Yessssss,0
 mike calls me t-bird @mikemastroccco,0
RT @AidanGee1: How I feel playing flappy bird http://t.co/w3PrpiAhZQ,0
Can I double stuff your Oreo?,0
RT @NavyAssLos: Hunter Hurt Helmsley RT @Rich_GMI: Cut the imaginary height shit. Most of the women tweeting about it sleep alone every nig,0
@FunnyPicsDepot he's a greaser,0
RT @Cajun_peach: Because humans aren't delicious ho RT @peta: Smarter than dogs AND your 3-year-old child. So why EAT them? http://t.co/eRT ,0
"RT @AprilStearns: RT @GN192 Far right hero and all-around RWNJ D'Souza took to twitter on Thanksgiving to mock Trayvon Martin, a murdered k ",0
"@kfocht735 Nope - got lucky - some washing on the slopes, gonna make it a little rough combining but feeling very fortunate today",0
"@edouglas528 I know how you feel,wait,no I don't. Perfect week for me would be Yanks not getting Lee #goSox #goPats",0
Lmao RT @MoeMartin44 The in soles in Reebok Classics can't even handle the diabetic weight Rick Ross holds,0
International police operation disrupts Shylock banking Trojan - Computerworld: The GuardianInternational poli. http://t.co/KhSV319gh9,0
@ProsperINDIA ho no. Without ur vote we lost the election. AK49 is taking oath as PM today. :-),0
RT @camilleftansel: i've read the hunger games 12 times i am trash,0
RT @CouldBeEashia: @vivalamarley me waiting on you to take me to NY with you to get my nips pierced ,0
On the anniversary of 9/11 #ISISAl Qaeda supporters each claim Ben Laden as their own as a show of their Jihadi authenticity #pathetic,0
You know you are in the ghetto when you see streets named Martin Luther King JrLittleJohn. #halp,0
"Special thanks to Tina, Charlie and staff at Waverly Hills. thanks to everyone that dedicated time to make the. http://bit.ly/aKyqk2",0
Got to 18 on flappy bird.,0
Well Jay I guess if you wanna keep your house from burning down.the bird is the word yeah! #jaymohrsports @jaymohr37,0
She unfollowed me after I said I cried watching dawn of the apes lmaooooooo,0
Thinking bout those oysters at the gator bait tho,0
@WendyDavisTexas your 30 second add just ruined it. A new low picking on a cripple,0
"Study by Center for Biological Diversity called (taxpayer funded) Ivanpah a mega-trap-will kill 28,000 birds year. http://t.co/xPXEhne29E",0
RT @Harry_Dillema: @GJK1979 Ik vraag me al maanden af hoe de NL pers zich als een stel hoeren is gaan ge,0
RT @sickipedia: I drove my daughter's guinea pig to the vet's this morning. I'm quite handy with my new Callaway golf clubs. #sickipedia,0
@zt0mm: Traded in my nikes for a new mic.. I guess it's safe to say he sold soles for his new life ... -bada$$,0
"RT @KYHoopsBuzz: Latest DraftExpress mock draft has Randle #3, Cauley-Stein #9, Young #14, Poythress #37. Harrison twinsDakari Johnson a ",0
Any solution to ZOG which doesn't deal with demographics - only laws - is no solution. #NorthwestImperative http://t.co/Vhy5s2apCn,0
"@Strangleme Your mother looks like a tough-as-nails bird.I see where you got 1/2 of that from. Nice food, too!",0
This bro is just rippin apart a bird about 10 feet from us.. #redtail #hawk http://t.co/tjAnr2pB,0
"They trying to hoe Todd gurley, Johnny manziel signed them helmets and got off but suspend gurley the rest of season",0
The right for an English person to go about his business is more important than any suspicion of some rouge wog cop.,0
Peace my friend..Only Peace..I am not your enemy..Dont say that word again..Look at my Facebook wall..One of my best friends ever was a Moor,0
@brittbritt_naay I'm a wexican,0
"RT @SpenceLynn: Idk how people can just not have a job and stay at home all day watching tv, it was so boring for me to do it 2 days idk ho ",0
Obamas Newly Released Gitmo Jihadi Has Links To Terrorists In Syria http://t.co/MywaAFD1yB #tcot #pjnet,0
"Jamaica populated with island hillbillies. Even linguistics are kind of the same, if you sub the accent. Olde English derivatives.",0
"Chaber Books: BRAGADAYJAH 24 http://t.co/bTMLYNNKZp: Nimrod the Cushite, first king of the earth. See Bragadayjah 24",0
Charlie Sheen never disappoints.,0
RT @HBCUfessions: I guess my confessions trash because none of them got posted- FAMU,0
I hate Hashtag activism. No lie. I think 95% of it is trash.,0
Oscar Taveras went yardie in his 2nd career MLB at bat. What a stud.,0
RT @tylerschuster88: How much coke did Charlie sheen do?.. Enough to kill two and a half men I guess,0
RT @FoodPornsx: Ultimate Chocolate Chip Cookie n' Oreo Fudge Brownie Bar http://t.co/7YvXiJmmcp,0
Praise thy lord for this season of beanies that is upon us,0
Hmu talmbout match but when I pull up its 30 other niccas wit ya ,0
"Oops, I just had a Freudian slit.",0
Just stopped by the line up room @BeaLack still look like a doo wop singer.,0
RT @jakeburnsmfc: @staycoolwheels @BloggerBoxing because hillbillies like sports to.,0
RT @DanielGennaoui: A bird that courts females by building a beautiful nest with bright objects: http://t.co/gi2rRlGRo6  #wildlife http://,0
"RT @godsgracelove: #15ThingsILove When he wraps his arms around my waist while I'm making dinner, yellow roses, pearls, Anything COACH a .",0
RT @UFlorida: @GatorZoneFB It's a bird.It's a plane.It's Jake McGee! http://t.co/WVdLScoDvw,0
Josef just pitted. Slight possibility he can make it the remaining 67 laps but I highly doubt it. Will need yellow. #IndyFest,0
ahahahh!ping pang POW! HOW U LIKE ME NOW! Shouts out 2 my bro Dre Hogg Style Ent! Uza fool 4 dis 1,0
Photo: Giving you that trailer park trash. #transformthursday #ladykimora #vegasqueens #vegasshowgirls http://t.co/LjejFufULK,0
blue-sapphire-earrings 18k-yellow-gold-clip-on-diamond Alexandra Earrings in Emerald Crystal on Emma http://t.co/5j3lRXgrcn,0
I want a four loco right now so I can chug it and go straight to sleep.,0
"RT @politico: Republican Rick Scott has been reelected #FLGov, defeating Democrat Charlie Crist. http://t.co/oeVMKOQH9S http://t.co/hi56c9N ",0
@Abels_Masochist you're not ghetto tho. You can live in the hood and not be ghetto #facts,0
Charlie Sheen's Video Message to President Obama http://t.co/kCRWTbCqZd,0
@TheIronPony You rebel. Next you'll be ripping mattress tags off. It's a slippery slope.,0
"@karmendanielle_ aka he wanna keep you warm, shoulda just introduced himself #coons",0
@adnanESPN Houston was top five in AHL attendance while Aeros were here. The transplanted snow bird would love a team.,0
International law enforcement operation disrupts Shylock banking malware - PCWorld: International law enforcem. http://t.co/XEzf7Cj5qT,0
I want some monkey bread.,0
@SteveWorks4You Stockboy.everyone mocks you.,0
@Willstreakk @Tycff10111 according to you my place is in kitchen. Excuse me while I take out the trash,0
"RT @KenDavidoff: The #Cardinals are #MLB's gold standard, and there isn't even a close silver. #Dodgers #Giants #Tigers #Yankees http://t.c ",0
&lt;&lt;&lt;when it's yellow outside,0
RT @JuanNDaCut: When twitter rappers dm me their trash links http://t.co/yck16ZiNZZ,0
It's a matter of pure weight ratios. A five ounce bird can not carry a one pound coconut!,0
@Buster_ESPN Sounds like they are holding back info...Yankee shill,0
