tweet,label
RT @mandylea25: I've talked too much trash for OU to lose today..,0
coon RT @HumbleTeej: &lt;fills coffee up halfway &lt;uses 11 Irish cremes to fill other half,0
Some Douche cubs redneck cubs fan freaked out asking if bites... No you bloody BERK! He's like the http://t.co/ulc6CMVtki,0
@GregHillWAAF soo what you putting on those crackers Gregg?,0
@DanWolken It's idiotic opinions like this that make polls less than trash. Polls weren't a problem when people with integrity were voting.,0
-Can I help you? -Maybe. You gotta card for Sorry that tranny died in your motel room; now your wife knows. Heres an Applebees gift card?,0
@JonJ_07 like their players really been talking trash about Bama.,0
"I'm going to dress up as trash for Halloween. Oh wait, I look like that everyday.",0
RT @karen_gonski: i wish i was one of those girls who guys liked no matter what.ike i could wear sweats and my hair up and they would sti ,0
"RT @HuhWhatsACondom: This would never happen at a ""non-colored"" award show @BETAwards http://t.co/rUJNu1l7t8",0
RT @Wyeisha_Davis: Idc I still watch twoa half men . Well the old one with Charlie,0
Someone tell the royals to stay home there trash,0
I think I'll just eat this brownie and pass out,0
RT @radiomaru: nerds are cool because they get really judge-y about other nerds being passionate about things they aren't passionate abo .,0
Apparently I got chunky for my bday. Worse bday present ever. Lol. #diettime,0
"RT @Garvey_B: New sign up at mong kok protest site says: ""fight for democracy and oppose the communists to have a future"" http://t.co/w2pOn",0
@Cee_Murda94 yellow fin,0
@Pepper_Redbone @Yankees @Mets I miss the pizza! The passion.,0
@SteveWorks4You you havent evolved as a human being. Typical meathead redneck. I pity you. You dont know what freedom is about..,0
This is why nothing gets done. Morons like Coburn trying 2 ad a gun amendment 2 a public works bill. Push back on the #teabagger #morningjoe,0
"RT @PurelyFootball: Well done to @kimabakken who correctly answered Almeria. 26 yellow, and 1 red card so far this season.",0
"According to my brothers iPod, its December 1969. If so, I predict that Mickey Mantle of the NY Yankees will announce his retirement March 1",0
"RT @JackBPR: Alec Baldwin mocks Harris-Perry: If I cry, will I be forgiven all my transgressions? http://t.co/9Oq5GTPmXx via @BizPacRevi ",0
One man's trash is another's Transformer  http://t.co/lpYNVqWXXx,0
i was pulling for the #redskins in that one,0
"Can't wait till I get my full appetite back. Only ate a half ghetto sandwich. No lettuce, no nothing.",0
"RT @HoodJesusYo: Last name, Sinner First name, Imma Like ur pancakes in tha mornin, He got u covered like Aunt Jemima",0
I just saw a man have a actual conversation with his bird haha,0
RT @TitansHomer: Me: Do you sell any larger sized condoms? Her: Sir those are 13 gallon trash bags! Me: *winks until security escorts me ,0
@SunyHD abouta get him some crayons and animal crackers after 8:30pm ,0
RT @ItsFoodPorn: Oreo cheesecake bites! http://t.co/iHgu1ZuyZt,0
"""OVO"" @Allthingsfresh3:kendrick lamar still trash",0
