tweet,label
Gas is always cheaper in the ghetto,0
@litigiousmind I skipped the running. And am eating chips. And brownies.,0
Just purchased my first trenta iced coffee..this is a slippery slope,0
"RT @NDFootball: Winston connects with Greene on the slant across the middle for the score. Ball game is tied, 17-17.",0
@Mr2damngood4u AS IN #nature #biology Dogs don't eat each other as much as birds do. Not everything is as it seems in human terms.,0
@FuckKennyJ trash,0
"Grandma's Homemade Potato Soup - An old fashioned, simple, chunky potato soup like Grandma made, wit http://t.co/ZV8ZsmHNlm",0
RT @CyFyre: @WesOrrJames love you too my nig #squad,0
RT @xoxo_Geee: Chest tattoos on females are trash .,0
trash af,0
#Yankees Nice bounce back @Michael Kay. Gotta keep this going!,0
RT @TheComedyHumor: When I make a paper ball in the trash can http://t.co/mOxmRsOOv9,0
Terrifying. #leprechaun http://t.co/447wgkSVVG,0
RT @antglizzygg: Ain't Talk 2 My Mova N A Week First Thing She Say Is Where Shy An Benny ,0
@JjLoveUp tranny,0
@kenzieblake2015 its pretty easy actually. I'm just the cashier. Right now I'm eating those animal crackers lolol :),0
Am I the only person that feels disrespected by the bird poop suddenly dropping on your front window:(ewww#annoying,0
RT @donthypeme: @VSamone: @donthypeme: any favorites off yellow album ?all of it #theperfectanswer ,0
AND #NorthKorea called #Barack a monkey. LOL! RT! *If the shoe fits! 'Cause it sure looks like he married one! http://t.co/F0pGDalfaA,0
@_BDOE bro u trash at that zombies,0
Dumpster RT @baskgod: Gahbage RT @_sirhampton_: Chicks that smoke are trash. No in between. No debate.,0
"'Forget to salute,' trash the other guy for the 'bad war' (during Cairo II), sympathize w/ 'Pockistan,' gays hurting morale. Thanks King!",0
smh RT @DailyMail: NYC cops leave Ebola doctor's apt dump gloves and masks in public trash can http://t.co/aTkLOIqFZZ http://t.co/HVBhWjrKen,0
RT @Perspective_pic: Retweet if you see the bird. http://t.co/o7reXL0teu,0
"Big Squawk: Q: when will DFL dump Ryan ""Uncle Tom"" Winkler? } Not going to happen Berg Bleat on. #mngop proud #stribpol #mnleg",0
Pierce would've easily drained all these shots with us. He's so trash now smh,0
@Nashgrier purple monkey,0
