tweet,label
RT @mandylea25: I've talked too much trash for OU to lose today..,0
@VictorB123 @KHShan yea.. you don't live down here I guess. We still got roofs that aren't fixed from Charlie and Jeanne.,0
RT @ItsFoodPorn: Oreo Cheesecake Bars http://t.co/RlHHIM98FL,0
RT @YoungCon1266: Listen to Charlie Daniels speak the truththen enlist in the U.S. FREEDOM ARMY at http://t.co/cxzfajqUfV. http://t.co/k ,0
RT @OSAY_it_aint_so: @fvxkgvld: when a ghetto girl tries to read in class pt1 https://t.co/uW7aBqBToC LMAOOO,0
Jeter almost broke Yankee stadium,0
To the senior class: there will be Oreo funfetti bars in the den this morning ,0
just found out @IUBloomington has an #Australian president! #hoosiers are my team #hoosierstate #indiana #iu #iubb #big10 20-2 tonight!,0
@Bywatergal @Yankees @EmpireStateBldg That game winning hit in Thursday capped a great career. The guy is a 1st ballot HOF. Or else.,0
@Yankees Only good thing about this season. #FireCashman .,0
"RT @WhenRapperSaid: When Joey Bada$$ said ""Traded in my Nikes for a new mic, I guess it's safe to say he sold his soles for a new life."" ht ",0
RT @Matt_Simonson: Oomfs teeth are quite yellow @WBDyllon_,0
If you didn't have tattoos as a diversion for your bird chest and malnourished body sir. your instagram would be trash,0
"Hello American people, my name is Eric Cantor and I am a lying piece of bird poo http://t.co/qJyuw4ox0O",0
Weekend is here. What an amazing week this has been. Let's use this extended weekend to celebrate our successes my fellow queer folk.,0
Oreos are my life,0
"Charlie Crist Losing 50,000 Florida Jobs To Raise Minimum Wage Is Worth It - Conservative Byte http://t.co/y3JYJ2Yf4L via @conservativebyt",0
@skyereyes_ you a Oreo cookie now.,0
"@tdwp327 practically anything thats colored red often contain red pigments extracted from the female coccus costa, or cochineal insect.",0
RT @NittiYayo: I think I got da bird flu,0
The pro-ISIS Jihadi prayer from Hajj making the rounds now. http://t.co/5ee3eDXuOa,0
@McSheeti means trash lol,0
Thanks Charlie @Charlie4927 @StacyDmomof5 @RevkahJC @PattiSM74 @cantUCIMblonde @Kacado,0
I don't blame Crash for not sharing with you @geoffsheen760 you'll probably talk trash about it like you do food trucks #GeoffHatesPuppies,0
Stayin up late to watch #Ichiro #Yankees,0
"RT @aekulze: In Hopes of Recruiting More Women, ISIS Opens Jihadi Finishing School http://t.co/xlxdfZxS9s @vocativ http://t.co/E3hhzNThrk",0
RT @lexipost30: love birds.,0
@panchoftf red and yellow it should be then,0
@FloralElephants THE WASP OF ANGRY LEGEND. BEAT IT INTO A SQUISHY PULP!,0
I have never actually seen a yellow duck.,0
