tweet,label
Happy birthday bird! @codyflitcraft,0
@_BradleyC skate 2 trash :(:( skate 3 had goat DLC,0
RT @MaryWCVB: Congressional Hopeful Richard Tisei stops in at Baker's Swampscott Rally. But still no Charlie. #wcvb http://t.co/uycfEng3B9,0
"I'm Camera Shy, Don't Talk on Phones and Love when it rain...If youn kno the life you wouldn't understand",0
I I haven't watched a single episode of #LHHNY however I'm watching the reunion. This coon shit. I mean the levels of ratcheticity,0
Or their music is trash,0
"Mark Teixeira finally stepping up, HR and couple of BBs #Yankees",0
RT @B1B_Lancer: Cue the liberal left's Uncle Tom attacks against Tim Scott in 4...3...2... #tcot #teaparty #GOP,0
Home to chicken and penne Alfredo and Oreos and banjo,0
RT @Baseball_Photos: A 17 year old girl once struck out Babe Ruth and Lou Gehrig back to back and was banned from baseball for it #Yankees ,0
@XxminijokerXx I HATE birds! They just piss me off about the fact that I can't fly!,0
RT @renz360: Got receipt ink on your soles? no problem. http://t.co/xYA7aLDUhU,0
RT @JustReIatabIe: when you die on flappy bird http://t.co/Pu7uqxJFMc,0
@SamFeistCNN @CNNPolitics your opinion plz. When election over will there be any improvement or will BO still be allowed to trash America?,0
She's definitely a Kardashian bird RT @BasedChasen: http://t.co/RY3ocBwVTn,0
OH NO @morningmika are you saying the Democrats lost the #teabagger vote? LMAO bobble head #morningjoe,0
@BeavisCumia @jimmysdong Dat cat gonna scratch all up on dat colored boy and he gonna end up in da chow mein,0
"Who remembers when we were in middle school/high school and would throw paper in the trash from our seat and yell ""KOBE!"" Lmfaoooo",0
#IU 8 straight nation #college soccer champions! Wow! #hoosiernation #hoosiers ,0
RT @MemphisMSoccer: 50' 2nd yellow card issued for Temple,0
"Sitting on the deck, enjoying a #StoneIPA, watching/smelling the neighbors burn trash. #Missouri http://t.co/VlnhyAhaEW",0
Foles vs 9ers in San Fran or Eli vs redskins in DC,0
@fangsbites @the506 Huge Yankee fan..enjoy http://t.co/tKM8l9Ty,0
RT @ahmiryoung Lakers on..I thought trash day was Monday,0
@basedgvbe trash,0
I'd rather hear Neal DeGrasse Tyson tell me about scientific mistakes in their assumptions than some WASP. http://t.co/tLec4vKUYd,0
= @GOALSminded: its true that the early bird.. gets the worm first!,0
"RT @pekholt: Raven Symone's hair be like, ""I'm not colored, I'm American."" http://t.co/mkx0d4bh2Q",0
