tweet,label
RT @mandylea25: I've talked too much trash for OU to lose today..,0
RT @OGMarcusC: ! @RapAboutCereal: Jay Z verse trash. http://t.co/eYb3B08BTM,0
"Bjergsen just made a full AS rune page. I don't just me full AS reds and Quints I mean AS reds, blues, yellows, and Quints. 47% AS",0
"RT @sorryimalex: ""now 5sos is starting to tweet the hashtag, they're trash!"" #vote5sos http://t.co/llkuz6VtAi",0
Ravioli stuffed wit lobster nd a nice stuffed clam #eating betterthanamobster http://t.co/PzdoESaR,0
RT @TheOrlandoJones: Funny how people who take their fantasy sports leagues very seriously are celebrated while those who play D&amp;D are mock,0
RT @creepingsharia: Syrian Brought to US for Democracy Training EndorsesJihadis http://t.co/lfhCto8777,0
@HumbleTeej: @elisabethepps where am I on this rating scale??? Depends. You still wearing them colored contacts or naw?,0
RT @JaworskiMeats: Winning Browns! #cle #clevelandfans #clevelandpride #clevelandbrowns #clevelandsports #browns #brownie http://t.co/Gm4h,0
"Lmaoooo! ""@King_Komo: A bird in the hand is worth two in the bush. http://t.co/50Ye6jAADU""",0
"RT @PriyaOhol: In Hopes of Recruiting More Women, ISIS Opens Jihadi Finishing School http://t.co/yKyFIJZgSI @aekulze @vocativ http://t.co/a ",0
"Don't mind that Twinkies are gonna be gone, very concerned about the rest of hostesses product line",0
"How now, gung-ho?",0
nope RT @DerekIsNormal: Just ordered Domino's. Am I trash?,0
"RT @KySportsRadio: For years two fan bases (UNC and Indiana) have said they do things ""the right way"" while UK and others are rogues. My ho ",0
guess I will mess with it later! not sure what else to do! maybe trash it! lol! not yet maybe after I when the lottery!,0
"@jeffgill24 hey #teabagger Bohner said he got ""98% of what he wanted"" in sequester. You sound like a moron when everyone knows you are LYING",0
"@IntentionalTalk Half jar of marmalade, shaved monkey, saran wrap, mini horse. Give your best scene. #askkevin",0
Nope! It's just yellow OTL,0
"RT @ItsKayven: If your girlfriend is taller than you, it's her responsibility to take the trash outfight off anyone that breaks into you ",0
RT @BlackJeezuss: When someone drops their trash mixtape in my Dms http://t.co/wkFJfjkNCi,0
Just hit 40 in flappy bird.,0
I've seen #MajorLeauge with Charlie Sheen.....and the #Giants committed sin when they worshipped #barrybonds as a batting coach,0
RT @IAMMISSRAMIREZ: Charlie Sheen is the man lol http://t.co/FCfSbvAphh,0
HOW @darrenrovell: Deep Fried Sweet Tea on a graham cracker crust at State Fair of Texas (via @gravweldon) http://t.co/KVzhlmCsls,0
And now Jihadis bragging about a massive bombing in Sadr city in Baghdad. #Iraq #onslaught,0
"RT @jewtanski: When you has a frownie, eats a brownie",0
"""@Theo17100: http://t.co/BYj1HOyhmG"" this scally lad would get it",0
Stop rt'ing Celtics trash please,0
"I took 2 ""Rebel vs. Yankee"" tests (40 questions, accents, word usage) and scored a total % of 47.5% Rebel vs. 52.5% Yankee in southern Pa.",0
"Saw 5 pick up a dime off the floor with her toes. Apparently my ""monkey toes"" gene is strong with that one.",0
ISIS Supporters in America: The Jihadis Next Door http://t.co/u0YHWkD34c http://t.co/0XHPbRL9EQ,0
@JuMosq @zachkruse2 Yep. *sobs* I got my hopes up when a couple of the national guys (including that Kiper/McShay mock) had him slipping.,0
@Ashton5SOS: An itsy bitsy teeny weeny yellow pock-a-dot bikini Polk Ashton. Polk,0
why they playing trash on ESPN right now.,0
Lil Kim really made herself trash smh ,0
"RT @TheDrunkStory: ""My bro made out with an ugly chick at a festival while drunk so now he's known as Larry bird because he hits ""threes"""" ",0
RT @caseykim12: Your sole purpose is to make money. Otherwise you'd suggest violence prevention policies that actually WORK. @piersmorgan,0
That was trash. I'm just gonna put my phone down. Goodnight,0
@Cee_Murda94 no it's yellow fin. It's in edgewater,0
"RT @UnusualFactPage: Shy people tend have great observational skills, making it easier to recognize the core of a problem then solving it.",0
@YesseSmith I was born yellow,0
@JRealmo I don't think they believe in their communities ability to function w/out whitey. They choose to be hustled by big gov't.,0
The Saints are pure trash lol smh,0
"RT @HobsonDarlene: ""@1Corinthians126: @HobsonDarlene #BlessJesus Amos 3:3 Can two walk together, unless they are agreed? #DifferentLevels"" ",0
Making up Drake disses RT @RepMyCityX: @TyZebruh cant wait to call it trash and tell everyone that B L U will forver be the goat out of LA,0
"Wait a minute. Bowyer causing a yellow in a Chase race RT @Knighter01: Caution, 15 #NASCAR",0
She trash tho.,0
@BurgerKing: Whats going to be your pick for #SelectionSunday? #2for5 #WatchLikeaKing http://t.co/aBam30gSk4 Dis make colored folk happy,0
I'm about to post my Charlie Clips vs Yung ill rap battle review in a few,0
sick and watching the Yankees game,0
Looks as if Federal Gun Laws to be proposed this week lack #AWB. Hope the #media and #antigun crowd choke on crow.,0
My nephew albino albinos have astigmatisms eye spasms partial blindness its not their faults,0
@J_Logan And you know best about the bird moves.!,0
"Posted a new song: """"guala"""" http://t.co/jq3RB6gyQh #music",0
"@King_SM If Howard elbow bosh, will bosh fight back? don't have to got mcbob bird and UD",0
@DIYcookery: Oreo cookies http://t.co/8zcjWW56Zzbruh ,0
