tweet,label
RT @mandylea25: I've talked too much trash for OU to lose today..,0
@InedibleFood Quickscoping trash. TAKE OF THE TONY HAWK SETUP AND PLAY NORMALLY. THAT'S NOT WHAT SNIPERS ARE FOR!,0
RT @Venus_Lynn: @dylxnl: look ghetto but it work http://t.co/chrvW9dPca,0
"I, for one, welcome our new Eastern Panhandle overlords, and hope they do a better job than the yokels who got us here in the first place.",0
RT @Yankees: Remember when we paused an All-Star Game to honor Mariano Rivera? #tbt http://t.co/PqEDosogLo,0
"RT @alicia_garcia3: ""That's why God made brownies. To replace boys.""",0
RT @EarthPix: Up with the birds to fish on the Li River http://t.co/XnrAlT1PHM,0
.@CoryBooker is running around town delivering food to people. If he takes out the trash too he is the perfect boyfriend.,0
"RT @washingtonpost: China's bird flu outbreak: 3 good signs, 3 bad signs and 3 very bad signs http://t.co/v3n67Gs5Mw",0
The brownies I just made are a sin,0
@longbongchris mk Hun just textith me,0
"@SaltyBlackBroad ma'am .Did you clear that tweet with the @NAACP ? Careful they may brand you ""race traitor"" for the nerve of thinking",0
My flow retarded ,0
"RT @MindOnSuccess_: My mother be on some trash man I ask her EVERYDAY, you need/ want some money? She say ""Naw I'm good!"" But come payday",0
@khamillkilroy Shy Glizzy,0
"RT @RealSkipBayless: In their primes, MJ would have dominated LBJ in 1 on 1. Just so much mentally tougher. MJ's trash talk alone would unn ",0
@Yankees Scores don't matter in Spring Training man!,0
"After seeing Kansas play Duke a couple weeks ago, I could tell you I'm surprised that Charlie Weis has been let go.but I'm not.",0
How about a Charles in Charge movie with Shia LeBouf as Charlie and Ryan Gosling as Buddy. #WhyNot.,0
RT @ChristineKKTV: Great weather to hit up the slopes this weekend... @Arapahoe_Basin &amp; @LovelandSkiArea open Saturday! #COwx #skiseason ht,0
Who would've known that Jesus'll come back to the ghetto / on that level and that thorough like a black heroine.,0
RT @JudahWorldChamp: To help eliminate faking injury &amp; diving - post game video review of dives &amp; give divers yellow cards after game. #Wor,0
@AdderallHadMe: Adderall had me killing two birds with one stone http://t.co/wMiNpN64m2,0
@Johnny3_ @HPGuilty trash ain't it,0
@Kummar_King I volunteer to be guinea pig and help test it out ,0
Your grammar is trash.,0
*waits for Fanduel to hit me with the jig*,0
"@AjKFAN Big congrats to all! I expect him to be blogging on rube chat in a few days! Now get some sleep, you will need it!",0
@Hbt2013Mm I'll ask you same question Do you support border jumpers Do you support illegals,0
Is Yankee in a good mood today or what,0
"""The water isn't yellow, I'm a healthy student""",0
RT @stephpaulus: I have yet to master the art of eating a powdered donut without looking like I just left Charlie Sheen's house.,0
"RT @ImNeverChillin: When yo phone go off in class &amp; the teacher say ""turn that trash off"" but it's one of the songs on yo mixtape http://t.",0
RT @Kick_Man: Giants- Pitiful .. Jets-Pitiful .. Mets- Pitiful .. Yankees-Pitiful .. Nets- Pitiful .. Knicks-Pitiful . Ny sports- Pitiful,0
@JuanNdaCut: When twitter rappers dm me their trash links http://t.co/o5Orzo1O19,0
"@mimi_sanabria I really did, right off my bed. Where you put all these dam yellow starburst! *throws them out the window* ",0
@theejustinholt trash of the cowboys beat the redskins twice last year ,0
Morning trash http://t.co/xba6WWVO7m,0
RT @TideRecruits101: It's ok to trash talk..but I haven't seen any Bama fans wishing harm or injury towards LSU players.,0
This is a long yellow for a bunch of track sweeping. Not a ton have taken opportunities to pit. #IndyCar #GoProGrandPrix,0
 GRAND OPENING ! TOP CLASS Oriental Massage PERFECT ! http://t.co/O8JoZOKFEI,0
"RT @JStac825: There's coon classic (R. Kelly, Usher) and then there's classic (Stevie Wonder, Prince). Not that there's anything wrong with ",0
"RT @NYeoman: Jets, Bills and Dolphins all win. How does sole possession of last place feel Mr. Belichick?",0
RT @A_single_bear: I accidentally ate a few fireflies last night while chewing some leaves I found. The shameful yellow glow of my mouth wa,0
RT @CHlLDHOODRUINER: taking out the trash at night http://t.co/UhXTOgP4jZ,0
"RT @alison_cherry: .@nlisaI are discussing our awful 90s fashion choices: yellow overall shorts, boxers over leggings. What was your bes ",0
"POLLOS A L'AST Dos pollos estaban dando vueltas en una pollera mientras los estaban cocinando a l'ast, cuando... http://t.co/fXeEAJmyfZ",0
