word,label
"在台灣出社會拚了十年,還是賺不夠用?十年八萬叫差喔?,一堆十年只有四萬的",0
"誰在懸崖沏一壺茶?,才幾點啦",0
"無名小站怎麼沒發展成像臉書的大公司?以前還有個人直播電台網站,比twicth還早5年",0
"誰再說明日花綺羅是塑膠我就森7喔?醫生利害,天海找錯人",0
有沒有九州大學的八卦?國外講Taiwan老外以為是泰國,0
有無甲甲要領養還挑性別的八卦?你是認真的還蝦掰的?,0
"有沒有美國超強的八卦?韓國才發展30年就突飛猛進,但是一堆人都無視",0
"說法語很浪漫的八卦?法國一堆阿爾及利亞僑民,因為該地曾為法國殖民地",0
土耳其人為何那麼愛來台灣發展?土耳其差台灣差很多好嗎,0
"越南生春捲吃起來很像屌?,誰哪個男生會沒事去吃屌阿",0
"如果新北要訂名人日,首波名人該選誰?板橋鄭捷好嗎",0
"選舉比的不是政策,而是耐心跟耐力的八卦?放假當然去玩,浪費時間在排隊",0
可以在家練跳水嗎?你這樣練只會變成一個穿連身帽裝的刺客,0
替代役要怎麼過軍人節?肥宅還不是跟右手過情人節,0
"有沒有老闆是災星的八卦?主角命格,然後你是等便當的龍套",0
"夢想起飛?學弟,乖乖服役好嗎,別來者丟臉",0
"有沒有台灣官方youtube,MV點閱率低的八卦?看原版分+1臺灣的字都快蓋著整個畫面了",0
有沒有嘉航學鴿歌的八卦?沒上金牌一個禮拜開一次而已,0
每天發黑飯新聞的都哪種人?就跟歐陽一家一樣啊,0
"吞食天地2秋風五丈原?谷狗10秒就下好了,廢",0
"微軟李開復有比台大李家同還要厲害嗎?能弄個幾十億的創投,這世界上也沒幾個人了",0
吃一桌四萬的喜酒該注意什麼?那都吃氣氛吃硬體的食材不差就好,0
為什麼北捷一堆插隊的?北漂南部人,0
深蹲完回不了家怎麼辦?蹲多少啦.而且是明天才有感覺好嗎假賽,0
工具人集體罷工會怎樣?從來不缺背骨無恥工具人唷正妹不用擔心,0
"尋人啟事,懇請幫忙?嗚嗚嗚你沒看到喔",0
"請問行動電源是甚麼東西?送充電寶,跟他說這是祖國最新科技,馬上用你的意見",0
如何廢除降低公投門檻?愛靠北叫人去中國的跟五毛有78%像,0
"突然想吐怎麼辦?吃飽太閒看了真的很可憐,差點繼續嗆他了",0
戰鬥女子學園工讀生有沒有打算收斂點了?我想玩戰鬥細菌學院,0
有沒有瘋狂賣客也很多淘寶商品的八卦?被生活市集打爆不用討論,0
如何婉轉的發出好人卡?給你知道怕你回想起每次委婉收卡會很難過,0
"有沒有被陌生女子告白的八卦?別再使用預借啦,會死的",0
"欸,是不是該公投新生兒強制驗DNA啊?你去提啊,我一定投同意,感情很好的學姐是檢驗所的",0
跨年一定要吃鹽酥雞嗎?滷味比較好這麼冷,0
"在國高中對面要開什麼才賺?找個小模穿爆乳裝,做什麼都會很賺",0
王剛做甜酥肉好吃嗎?感覺像肥宅的點心,0
"非核家園,不要火力發電,只能陸電東送?中國核電好棒棒,怎可能玩輪流供電,不信啦",0
台中炸雷-雷聲有可能到多大聲?好想回台中喔ˊˋ,0
"為什麼飄月總是進出口旺季?五窮六絕,七月該反轉了",0
"請問今天陳興老師有要上課嗎?跟那種垃圾組成圖隊的人自封老師的,也都是垃圾",0
"有沒有安非他命的八卦?Say,my,name",0
為何小琉球都不帶安全帽?綠島也沒人戴啊,0
"老鐵們,晚上好?老鐵們,刷一波跑車",0
"行動電源有”滋滋”聲正常嗎?電感的聲音啦,不會爆炸,只是會讓人",0
"生氣一次爆發的人都怎麼忍?人家是懂得忍讓,發怒對事情發展沒有好處",0
到底什麼叫政問?爛到被拔小組長一群人還不能申訴,0
"星巴克店員是不是對我有意思?今天的太陽都還沒出來,星巴尼你頭剌滾辣",0
"有沒有掛了的八卦?你有沒有去過傳統市場,把肥宅掛在上面就這種感覺",0
"老高跟Professor,PowPow誰比較會說書?有妙見神就贏了",0
"要在雞首還是牛後?這樣也可以戰大葉,真不簡單",0
有妹妹可以罵爽嗎?你沒聽他說很煩嗎,0
"真的有人吃不完Costco烤雞?沒一個人吃過,不知道",0
為什麼選陳鴻文當終結者?終結中華隊的終結者,0
"有沒有全聯一直開的八卦?標準掛老闆,好意思靠杯年輕人",0
"大家會跟遠親熟嗎?4、5台啦,",0
"性平教育484搞錯對象惹?不只性平,性教育也在裡面啊,新北鬼父",0
"英文報告要講三小喇?電視節目之類的,講自己喜歡或熟悉的,才",0
台灣的冬天是不是很糟?跟台灣冬天不是同一個等級的,0
語音通話女同學被掛的八卦?(女同學陣線)?去洗澡了啦,0
熱狗要如何烹調最好吃?所以我說那個醬汁呢,0
