word,label
"在台灣出社會拚了十年,還是賺不夠用?十年八萬叫差喔?,一堆十年只有四萬的",0
"為何今年秋意來得這麼快?剛好吹北風,哪天南風一上來又熱到靠北",0
狗狗到底在想什麼?越想越不對勁阿,0
第一個喝牛奶的人在想什麼?喝不到人奶QQ,0
情人節整天學妹都不回賴怎麼辦?學妹:學長可以幫我買事後丸嗎,0
"吃飯遇到替身使者怎麼辦?jojo,我不當人了啊",0
家電廠掌握了什麼黑科技?我猜你想說的是SONY?,0
台灣業界文化陋習是不是很嚴重?講一套作一套才是醍醐味阿,0
"為啥麥當當都爆滿?放心,一個禮拜後會在來一次",0
入境時豬肉用鋁箔紙包著驗得出嗎?有這麼好躲的話早就一堆東西走私進來了,0
博愛座的意義到底是啥?台灣人真那麼博愛魯蛇鄉民就不會活得那麼辛苦,0
"現在的中國比較慘,還是白色恐佈的台灣慘?現在的中國不就是以前的台灣",0
NVIDIA要怎麼念?好險我沒錢都買amd顯卡沒這困擾,0
"真的有鄉民看過影片嗎?還是都在嘴砲而已?假的吧,亨利是被監視器拍的人怎麼會有完整影片",0
有沒有有家歸不得的八卦?有屌用不得,0
"情人節一個人過的給1,我統計一下人數?目前這邊好幾萬人",0
"用石頭雕刻成西洋棋子有多難阿?去大橡樹挖錢,假釋時屌一點",0
黑夜過後第一道陽光?化你的屁屁,0
"只要包裝加上日文、韓文就會大賣?韓文感覺超low,日文字體挑一下吧",0
用八卦盤查看風水的八卦?那個就是指北針啊,0
"有沒有,九尾草,的八卦?跟排骨一起煮,湯頭很讚",0
韓國最低薪資要漲到51202元了?台灣也喜歡到落後的日本玩阿,0
如何判斷是否為慣老闆?跟你說勞健保還有加班費是福利,0
有煎蛋捲和玉子燒差在哪的八卦?你喜歡吃甜的還是鹹的,0
"有沒有全聯的八卦?跟康拜一樣員工都超少,機車",0
聖誕節還在玩戰女的都是哪些人?你是照到鏡子了吧,0
放棄結婚是不是挺有搞頭的?說來說去還沒搞頭阿,0
"要怎麼贏超級球隊-金州勇士?說個笑話:,73勝",0
阿根廷最好吃的烤鴨是哪一間?就說了巷口那家啊,0
"有沒有安德拉戴,Andra,Day,的八卦?文章洗爽沒",0
"機師怎麼不把飛機開出去再罷工?然後,須承擔的後果會比較多喔",0
"還願如果出電影給成龍演會怎麼樣?編劇寫不出來,每天喝酒然後被另一個新人編劇勸醒",0
陳佩騏大家可以嗎?她我可以…另外一個…記得上街要化妝喔,0
鄰居感覺運彩輸錢一直大吼大叫怎辦?是要下多大才會叫啊,0
"男生香水會有人買嗎?好喇,其實是中性香喇",0
"你們公車最多等最久?半小時一班,到的時候前一班剛走,中間",0
會便溺的人為什麽還要人家尊重牠?你是說甲甲嗎,0
做一個費文清單置底?bushwick,0
想開一間直銷公司幫忙取名字?文創高品質有機養生炸雞排,0
為甚麼有男生會娶母豬?小開是不是矮又醜,0
"哪一個縣市的二哥贏過大哥?虎尾地院,斗六簡易庭,這樣算嗎",0
有沒有不吃飯睡覺會做噩夢的八卦?不尻尻睡覺會夢遺,0
肥宅可以參加路跑嗎?花錢請人幫你跑不就好了.,0
有沒有圖書館戰爭的八卦?下流梗比較歡樂,0
"有沒有便當店菜色的八卦?社會上有一群人不吃紅蘿蔔,可是也有加",0
肥貓每天不運動怎麼辦?食物裝很多小分藏起來讓他自己去找,0
有恆述法師的八卦?兩個大金主來著,0
為什麼系壘都沒球經啊?科技壘球?錢,0
"這時段會是pornhub的高負載時段嗎?太早,再一小時,深夜一個人的寂寞感才正要來",0
"Wallpaper,Engine用哪張圖才專業?耗電吃效能的fun軟體",0
"有沒有「現子時,龍免摳爐啊」的掛?欸,怎麼封鎖拍賣直播",0
千萬Audi和2500萬車可點燃多少生命之火?國安局編的難到總統還要親自去看車子嗎,0
"喜歡蘿莉又愛大奶是生病了嗎?250.41是哪一棟,我先報警了",0
高雄不必要建設是否太多了呢?難道叫天龍國的人去高雄跟你一樣騎摩托車喔,0
小武哥也開始無所不談?好幾集都談這種怪力亂神了,0
人生該體驗的都體驗過了接下來該?自己的人生自己決定啊不要後悔就好了,0
"近年沒再登入月球?1.太燒錢,2.沒必要,3.現在目標去火星",0
"都是什麼人會買扳手?作為一個修車專業技師,隨身帶個大扳手也是合理的",0
為什麼貓貓一下就睡著了啊?你放心.等你躺下準備睡他精神就來了,0
有沒有沒有傘的孩子的八卦?長大變禿頭,0
貓貓文不再是推爆保證?應該是一堆眼睛有問題的把狗當成貓吧,0
"大學讀來讀往的同學後來都過的怎麼樣?時間比其他同學多很多,有目標的出來後很猛",0
空氣鳳梨真的只吃空氣嗎?空氣鳳梨誰跟你說會長鳳梨,0
"有沒有how,do,you,turn,this,on的八卦?不是計程車嗎?",0
"有沒有勝利或死亡的八卦?鮮血與雷鳴,力量與榮耀",0
"有沒有400000的八卦?買,MT07,好想騎紅屁股,QQ",0
"攻城獅會是國家的主力嗎?只是個腦力勞工,缺少稀有價值",0
為什麼不小心射個飛彈立委官員要孬成這樣?國際輿論不會在我們這邊的你知道嗎?,0
"要陳之漢真心認錯有多難?死不認錯,台灣政客必備技能",0
"家住在國小旁邊,是不是一種小確幸?小時候遲到前3分鐘再出門很方便",0
有沒有嘉義大學宿營的八卦?一堆人在裡面混吃等死拿學店文憑,0
"輔大事件招生影響?鄭潔是個人,這次感覺是整個系吧",0
有沒有被自己選區立委封鎖的八卦?你現在知道你們那邊選區智力測驗的成績了吧,0
"被麻里愛喜歡到底好不好?這麼好的老婆,又正又能,不是人我也要",0
"我最愛的人,傷我卻是最深?你媽也很愛你,你卻變肥宅傷他心",0
現代人有哪些小說可以超越曹雪芹?現在小說多往技巧方面走,0
"汪汪隊裡沒吉娃娃的卦?圖片好可愛,想抱",0
怎麼有鍋貼香?差五分哪來的鍋貼吃,0
"扶老太太過馬路會不會越想越不對勁?婆媽會先吃你豆腐,是你too",0
"為何年輕人薪水最低,工作負擔最重?你是那一隻眼睛看到公務人員越老越清閒",0
"現在窮人生小孩是不是很自私?有錢人不生小孩比較自私,但在這個時代我也不想生",0
松山有大於山王工高嗎?松山是常勝軍,0
"有沒有好叫的法文名字?Putain,真的好",0
"挺同的""百萬不同意""是在嘛?挺同80反同人士",0
