word,label
"為什麼這種事會發生在我身上?太臭,請自覺",0
哪裡有央視春晚?雖然是四天連假~但是遠不到春節的感覺吧,0
更新／機師罷工傳79人拿回檢定證復工　華航員工?越來越多人覺醒了,0
"子瑜♥說,我一個人撐一把雨傘★?志效老公笑而不語",0
"性別平等會議?事實阿,台灣就業對女性很不友善",0
"妖精尾巴到底有沒有劇情?糞作無誤,整部都同一個套路,屁孩最愛",0
"常出國的老司機請進?找個空姐罵一下,等下送餐時就有了",0
大家為自己專業開價多少?大家一直認同公道價,0
"鐵達尼號給昆汀塔倫提諾翻拍會怎樣?前面愛情片,後面莫名出現一堆吸血鬼",0
"彭于晏算大牌嗎?沒什麼好說ㄉ,就4帥>///<",0
新北市店面租金行情大概是多少啊?給個城市名稱吧,0
"水水想知道貞德的八卦?燒了熱熱吃,聖潔的味道痕豪吃喔,尼也吃看看",0
"咿呀!被逼玩SM,?這又哪部啦",0
"SMAP解散後,嵐就變傑尼斯最紅的團體了嗎?不能否認嵐超紅啊,雖然我也不知道到底在超紅三小",0
"為什麼高雄這麼好卻還是留不住年輕人?高雄是有錢人的宜居城市,家裡沒錢的只能遠走他鄉了",0
台灣行人要讓車子?影片裡可以告那台車子肇事逃逸,0
"三星,電池價格差異?賣的價錢已經是信仰",0
"空投幾隻喪屍可以毀滅一個國家?空投ㄧ些中國人,房價就毀滅了",0
"請問有沒有異性戀的想法跟我一樣?不想結婚就別結啊,法律有逼你喔?",0
"當初高中畢業直接考國考的現在在嘛?沒掛啦,很多老一輩欠好看學歷的會再進修啦",0
最強歌姬的八卦?那英不是台灣的吧,0
數字代號求解?直接對數字這麼難?,0
"整個世界都是假的?紅藥丸,藍藥丸,自己選一個",0
核四沒燃料棒還留著嘛?只能尿尿就很重要了好嗎!,0
挪威是世界天龍國嗎?歐洲國家真的沒啥是落後的,0
"讀學店是什麼感覺?刺激der大學生活,每天有數不完的正妹可以＿",0
八嘎囧被說是八嘎囧的時候是什麼感覺?跟我被說金城武一樣的感覺,0
"一開門看到室友在尻槍,該如何化解尷尬?幫他把風,有人想進去就說有人在裡面尻槍",0
"排骨好用的原因?這我知道,大概是這樣",0
老人身體健康很困難嗎?台灣的腸癌率世界第一,0
"有人看過洛克人第13集嗎?,那個高的人超甲",0
"為啥一定要燒香燒金紙?紙錢我記得在中國,有的是剪成錢幣,用灑的",0
手遊抽卡長居非洲怎麼辦的八卦?要飛去歐洲當然花錢買機票阿,0
如果口嚼酒是肥宅做的會怎樣?肥宅只會被婆婆那門撞頭而已一直撞一直撞,0
"有沒有怎樣才算剛好的八卦?就是這樣,喵",0
"台北是不是又老又窮呢?我覺得單純當年只想著反攻,沒認真做都",0
"如果中華民國接管中國?中國國民黨會歡喜回歸母國,台灣改國號立",0
G4?從頭到尾用小刀就戳死他了,0
"蟑螂跟肥宅,哪個比較噁心?身上油到長蟑螂的肥宅",0
有沒有普渡神秘眉目的八卦?肥宅鬼那會管那麼多拉,0
今天晚上就知道誰才是真正的八卦板友?自肥不可取,0
物化女性和歧視甲甲哪個比較壞?政治正確比較壞,0
"豆導-鈕承澤的邏輯,奇怪的地方在哪,?第一天不講男女朋友,後來突然冒出來,好棒棒",0
"美國沒有黑人會怎樣?警察會很閒,不知到要麻",0
"有沒有鳳梨粽子的八卦?請正名,夏威夷粽子",0
"公車上隔壁男生的酸味?醒醒,整部車除了司機跟你以外都沒人",0
記者說石虎粿原料是石虎?台灣記者日常,0
"明朝的粉絲比較多9.2或五毛?現在清粉很少了吧,滿族殖民愚化,也不",0
行政院農業委員會?台灣賺大錢就是爽,0
法國吐司為什麼這麼好吃<3?高油高碳水很難有難吃的,0
"板上真的有人會聞女生的腳嗎?最愛吃女生的腳了,有時候一天要吃三四根",0
"性向到底是先天還是後天還是老天決定的?我個人傾向大多數人是潛在雙性戀,只是沒後天引發",0
范冰冰有什麼獨特魅力嗎?就很多人的媽媽,0
大學生要包多少紅包給爸媽?好有錢喔!羨慕,0
一等士官長大概可以挑戰到哪個層級的軍官?台灣只有一個特等長?可以介紹一下,0
"醫生vs巿長薪水哪個多?一般人是市長,但柯P應該是醫生",0
"牛排料理法?要用鑄鐵煎鍋,燒到冒煙再下肉",0
"找不到老婆怎辦?沒仔細看你簽名檔之前,還以為只是一塊天靈蓋",0
"李安點名羅志翔拍新片,有多人會崩潰?羅志祥都演周星馳好幾部了",0
"中國動不動就在送熊貓,是在搞什麼?你不知道淪陷區要跟正統中國納貢嗎",0
尾牙抽到最大的獎是什麼?抽到老闆的女兒,0
這樣算失業嗎?先繳國民年金,0
"有沒有直銷商思維都怪怪的卦?我可以不賣藥,臺灣人不能沒有健康",0
"機要秘書vs局長?出了公司或機關,地位還不是跟肥宅沒兩樣",0
"生活只在台北會想買電動車還是油車?台北根本用不到車=,=",0
"有什麼辦法可以報復佔據網速的室友?連進分享器限速啊,現在很多機子都有限速功能了",0
有沒有功過並陳的八卦?然後順便酸南部人不懂知恩圖報只會選冥進凍.,0
現今第四台還有需要嗎?陸劇還有一堆沒看過的台,0
改成一例一休+砍七天會保幾?8年來很多職場不都是一例一休嗎?,0
跨年的意義在哪?我的意思是整場跨年的意義其實就是為了賺錢.,0
屬於爸媽那年代的寶可夢是甚麼?那年代應該都在戶外抓昆蟲吧,0
為啥鴨子沒有統一世界?因為能力都點在螺旋屌上,0
哪一種汙染物CP最高?肥宅的腋下、股溝、走一天的鞋子都集?,0
台灣的符號密碼學會怎麼上?藏是國民黨1949時帶來台灣的,0
把人的手綁起來是不是就不會rap了?克勞薩大人表示,0
日本有東漂族嗎?上京的人超多好嗎,0
"所以到底捷運月票2500誰會買啦?這人窮酸到2500文也要發好幾篇,真的不容易",0
"草根性是不是奴性的八卦?台灣鄉下人真的人很好,很老實,他們應該過得更好",0
"坐客運遇到洋妞該怎麼辦?終點站到了,請還沒下車的旅客趕緊下車",0
"有沒有去陌生人家喝酒喝到掛的八卦?女人精的咧,算計很拿手所以肥宅家都沒人去過",0
"有沒有安潔拉勞森的八卦?若不是節目在美食台,還真的期待下一秒種",0
"有沒有八卦沒有優文可看的八卦=,=?搜妹,或女等關鍵字就有一堆廢到笑的",0
為甚麼老一輩喜歡跟團不喜歡自由行阿?之前認識一個高職畢業去念什麼科大私立技職生,0
"蹦蛙娛樂和矮子娛樂要選哪個?笑死,送中,toyz是說到6/20日不開台",0
養寵物是不是一種虐待行為?狗貓和人類共同生活的歷史很久了,0
"在路上被陌生人打,回敬他一拳合法嗎?你最好還不要是海軍陸戰隊退伍,或是,職業軍人",0
